CaseID,ActivityID,startTime,CompleteTimestamp
Application_652823628,5,2016-01-01 20:51:15.304,2016-01-01 20:51:15.304
Application_652823628,9,2016-01-01 20:51:15.352,2016-01-01 20:51:15.352
Application_652823628,9,2016-01-01 20:51:15.352,2016-01-01 20:51:15.352
Application_652823628,9,2016-01-01 20:51:15.352,2016-01-01 20:51:15.352
Application_652823628,9,2016-01-01 20:51:15.352,2016-01-01 20:51:15.352
Application_652823628,4,2016-01-01 20:52:36.413,2016-01-01 20:52:36.413
Application_652823628,22,2016-01-02 21:45:22.429,2016-01-02 21:45:22.429
Application_652823628,22,2016-01-02 21:45:22.429,2016-01-02 21:45:22.429
Application_652823628,1,2016-01-02 22:23:04.299,2016-01-02 22:23:04.299
Application_652823628,13,2016-01-02 22:29:03.994,2016-01-02 22:29:03.994
Application_652823628,14,2016-01-02 22:29:05.354,2016-01-02 22:29:05.354
Application_652823628,17,2016-01-02 22:30:28.606,2016-01-02 22:30:28.606
Application_652823628,17,2016-01-02 22:30:28.606,2016-01-02 22:30:28.606
Application_652823628,17,2016-01-02 22:30:28.606,2016-01-02 22:30:28.606
Application_652823628,20,2016-01-02 22:30:28.631,2016-01-02 22:30:28.631
Application_652823628,3,2016-01-02 22:30:28.633,2016-01-02 22:30:28.633
Application_652823628,3,2016-01-02 22:30:28.633,2016-01-02 22:30:28.633
Application_652823628,3,2016-01-02 22:30:28.633,2016-01-02 22:30:28.633
Application_652823628,3,2016-01-02 22:30:28.633,2016-01-02 22:30:28.633
Application_652823628,3,2016-01-02 22:30:28.633,2016-01-02 22:30:28.633
Application_652823628,3,2016-01-02 22:30:28.633,2016-01-02 22:30:28.633
Application_652823628,26,2016-01-14 00:10:55.145,2016-01-14 00:10:55.145
Application_652823628,10,2016-01-14 00:10:55.973,2016-01-14 00:10:55.973
Application_652823628,16,2016-01-14 00:11:03.569,2016-01-14 00:11:03.569
Application_652823628,16,2016-01-14 00:11:03.569,2016-01-14 00:11:03.569
Application_652823628,16,2016-01-14 00:11:03.569,2016-01-14 00:11:03.569
Application_652823628,16,2016-01-14 00:11:03.569,2016-01-14 00:11:03.569
Application_652823628,21,2016-01-14 20:16:20.972,2016-01-14 20:16:20.972
Application_652823628,7,2016-01-14 20:16:20.974,2016-01-14 20:16:20.974
Application_652823628,7,2016-01-14 20:16:20.974,2016-01-14 20:16:20.974
Application_652823628,7,2016-01-14 20:16:20.974,2016-01-14 20:16:20.974
Application_652823628,7,2016-01-14 20:16:20.974,2016-01-14 20:16:20.974
Application_652823628,7,2016-01-14 20:16:20.974,2016-01-14 20:16:20.974
Application_652823628,7,2016-01-14 20:16:20.974,2016-01-14 20:16:20.974
Application_652823628,26,2016-01-15 00:39:51.494,2016-01-15 00:39:51.494
Application_652823628,10,2016-01-15 00:39:51.556,2016-01-15 00:39:51.556
Application_652823628,10,2016-01-15 00:39:51.556,2016-01-15 00:39:51.556
Application_652823628,11,2016-01-15 02:49:11.416,2016-01-15 02:49:11.416
Application_652823628,8,2016-01-15 02:49:11.420,2016-01-15 02:49:11.420
Application_652823628,8,2016-01-15 02:49:11.420,2016-01-15 02:49:11.420
Application_1691306052,5,2016-01-01 21:16:11.500,2016-01-01 21:16:11.500
Application_1691306052,9,2016-01-01 21:16:11.549,2016-01-01 21:16:11.549
Application_1691306052,9,2016-01-01 21:16:11.549,2016-01-01 21:16:11.549
Application_1691306052,9,2016-01-01 21:16:11.549,2016-01-01 21:16:11.549
Application_1691306052,9,2016-01-01 21:16:11.549,2016-01-01 21:16:11.549
Application_1691306052,4,2016-01-01 21:17:31.594,2016-01-01 21:17:31.594
Application_1691306052,22,2016-01-02 21:50:42.796,2016-01-02 21:50:42.796
Application_1691306052,22,2016-01-02 21:50:42.796,2016-01-02 21:50:42.796
Application_1691306052,22,2016-01-02 21:50:42.796,2016-01-02 21:50:42.796
Application_1691306052,1,2016-01-02 21:59:44.735,2016-01-02 21:59:44.735
Application_1691306052,13,2016-01-02 22:02:38.994,2016-01-02 22:02:38.994
Application_1691306052,14,2016-01-02 22:02:40.442,2016-01-02 22:02:40.442
Application_1691306052,17,2016-01-02 22:03:05.300,2016-01-02 22:03:05.300
Application_1691306052,22,2016-01-02 22:03:05.324,2016-01-02 22:03:05.324
Application_1691306052,22,2016-01-02 22:03:05.324,2016-01-02 22:03:05.324
Application_1691306052,20,2016-01-02 22:03:05.343,2016-01-02 22:03:05.343
Application_1691306052,3,2016-01-02 22:03:05.346,2016-01-02 22:03:05.346
Application_1691306052,3,2016-01-02 22:03:05.346,2016-01-02 22:03:05.346
Application_1691306052,3,2016-01-02 22:03:05.346,2016-01-02 22:03:05.346
Application_1691306052,3,2016-01-02 22:03:05.346,2016-01-02 22:03:05.346
Application_1691306052,3,2016-01-02 22:03:05.346,2016-01-02 22:03:05.346
Application_1691306052,3,2016-01-02 22:03:05.346,2016-01-02 22:03:05.346
Application_1691306052,26,2016-01-07 20:40:08.560,2016-01-07 20:40:08.560
Application_1691306052,10,2016-01-07 20:40:09.412,2016-01-07 20:40:09.412
Application_1691306052,10,2016-01-07 20:40:09.412,2016-01-07 20:40:09.412
Application_1691306052,10,2016-01-07 20:40:09.412,2016-01-07 20:40:09.412
Application_1691306052,10,2016-01-07 20:40:09.412,2016-01-07 20:40:09.412
Application_1691306052,10,2016-01-07 20:40:09.412,2016-01-07 20:40:09.412
Application_1691306052,6,2016-01-08 00:29:49.671,2016-01-08 00:29:49.671
Application_1691306052,15,2016-01-08 00:29:49.710,2016-01-08 00:29:49.710
Application_1691306052,26,2016-01-08 00:29:49.725,2016-01-08 00:29:49.725
Application_428409768,5,2016-01-01 22:19:38.177,2016-01-01 22:19:38.177
Application_428409768,9,2016-01-01 22:19:38.235,2016-01-01 22:19:38.235
Application_428409768,9,2016-01-01 22:19:38.235,2016-01-01 22:19:38.235
Application_428409768,9,2016-01-01 22:19:38.235,2016-01-01 22:19:38.235
Application_428409768,9,2016-01-01 22:19:38.235,2016-01-01 22:19:38.235
Application_428409768,4,2016-01-01 22:20:37.422,2016-01-01 22:20:37.422
Application_428409768,22,2016-01-02 21:55:03.169,2016-01-02 21:55:03.169
Application_428409768,1,2016-01-02 22:02:44.472,2016-01-02 22:02:44.472
Application_428409768,13,2016-01-02 22:05:15.942,2016-01-02 22:05:15.942
Application_428409768,14,2016-01-02 22:05:17.204,2016-01-02 22:05:17.204
Application_428409768,17,2016-01-02 22:06:53.268,2016-01-02 22:06:53.268
Application_428409768,22,2016-01-02 22:06:53.291,2016-01-02 22:06:53.291
Application_428409768,22,2016-01-02 22:06:53.291,2016-01-02 22:06:53.291
Application_428409768,20,2016-01-02 22:06:53.312,2016-01-02 22:06:53.312
Application_428409768,3,2016-01-02 22:06:53.316,2016-01-02 22:06:53.316
Application_428409768,3,2016-01-02 22:06:53.316,2016-01-02 22:06:53.316
Application_428409768,13,2016-01-02 22:25:44.202,2016-01-02 22:25:44.202
Application_428409768,14,2016-01-02 22:25:45.416,2016-01-02 22:25:45.416
Application_428409768,12,2016-01-02 22:26:06.088,2016-01-02 22:26:06.088
Application_428409768,17,2016-01-02 22:26:19.140,2016-01-02 22:26:19.140
Application_428409768,17,2016-01-02 22:26:19.140,2016-01-02 22:26:19.140
Application_428409768,17,2016-01-02 22:26:19.140,2016-01-02 22:26:19.140
Application_428409768,17,2016-01-02 22:26:19.140,2016-01-02 22:26:19.140
Application_428409768,17,2016-01-02 22:26:19.140,2016-01-02 22:26:19.140
Application_428409768,26,2016-01-13 19:57:21.342,2016-01-13 19:57:21.342
Application_428409768,10,2016-01-13 19:57:22.349,2016-01-13 19:57:22.349
Application_428409768,16,2016-01-13 20:08:14.217,2016-01-13 20:08:14.217
Application_428409768,16,2016-01-13 20:08:14.217,2016-01-13 20:08:14.217
Application_428409768,16,2016-01-13 20:08:14.217,2016-01-13 20:08:14.217
Application_428409768,16,2016-01-13 20:08:14.217,2016-01-13 20:08:14.217
Application_428409768,21,2016-01-13 23:19:05.172,2016-01-13 23:19:05.172
Application_428409768,7,2016-01-13 23:19:05.175,2016-01-13 23:19:05.175
Application_428409768,7,2016-01-13 23:19:05.175,2016-01-13 23:19:05.175
Application_428409768,7,2016-01-13 23:19:05.175,2016-01-13 23:19:05.175
Application_428409768,7,2016-01-13 23:19:05.175,2016-01-13 23:19:05.175
Application_428409768,7,2016-01-13 23:19:05.175,2016-01-13 23:19:05.175
Application_428409768,7,2016-01-13 23:19:05.175,2016-01-13 23:19:05.175
Application_428409768,7,2016-01-13 23:19:05.175,2016-01-13 23:19:05.175
Application_428409768,7,2016-01-13 23:19:05.175,2016-01-13 23:19:05.175
Application_428409768,26,2016-01-14 03:01:21.201,2016-01-14 03:01:21.201
Application_428409768,10,2016-01-14 03:01:21.274,2016-01-14 03:01:21.274
Application_428409768,10,2016-01-14 03:01:21.274,2016-01-14 03:01:21.274
Application_428409768,11,2016-01-14 18:00:14.440,2016-01-14 18:00:14.440
Application_428409768,8,2016-01-14 18:00:14.450,2016-01-14 18:00:14.450
Application_428409768,8,2016-01-14 18:00:14.450,2016-01-14 18:00:14.450
Application_1746793196,5,2016-01-01 23:34:53.911,2016-01-01 23:34:53.911
Application_1746793196,9,2016-01-01 23:34:53.950,2016-01-01 23:34:53.950
Application_1746793196,9,2016-01-01 23:34:53.950,2016-01-01 23:34:53.950
Application_1746793196,23,2016-01-02 20:05:02.658,2016-01-02 20:05:02.658
Application_1746793196,23,2016-01-02 20:06:04.201,2016-01-02 20:06:04.201
Application_1746793196,23,2016-01-02 20:06:04.201,2016-01-02 20:06:04.201
Application_1746793196,22,2016-01-02 20:06:04.209,2016-01-02 20:06:04.209
Application_1746793196,4,2016-01-02 20:06:04.213,2016-01-02 20:06:04.213
Application_1746793196,4,2016-01-02 20:06:04.213,2016-01-02 20:06:04.213
Application_1746793196,4,2016-01-02 20:06:04.213,2016-01-02 20:06:04.213
Application_1746793196,4,2016-01-02 20:06:04.213,2016-01-02 20:06:04.213
Application_1746793196,4,2016-01-02 20:06:04.213,2016-01-02 20:06:04.213
Application_1746793196,4,2016-01-02 20:06:04.213,2016-01-02 20:06:04.213
Application_1746793196,4,2016-01-02 20:06:04.213,2016-01-02 20:06:04.213
Application_1746793196,4,2016-01-02 20:06:04.213,2016-01-02 20:06:04.213
Application_1746793196,4,2016-01-02 20:06:04.213,2016-01-02 20:06:04.213
Application_1746793196,4,2016-01-02 20:06:04.213,2016-01-02 20:06:04.213
Application_1746793196,4,2016-01-02 20:06:04.213,2016-01-02 20:06:04.213
Application_1746793196,1,2016-01-05 04:15:59.130,2016-01-05 04:15:59.130
Application_1746793196,13,2016-01-05 04:19:15.892,2016-01-05 04:19:15.892
Application_1746793196,14,2016-01-05 04:19:17.295,2016-01-05 04:19:17.295
Application_1746793196,17,2016-01-05 04:23:02.522,2016-01-05 04:23:02.522
Application_1746793196,22,2016-01-05 04:23:02.547,2016-01-05 04:23:02.547
Application_1746793196,22,2016-01-05 04:23:02.547,2016-01-05 04:23:02.547
Application_1746793196,20,2016-01-05 04:23:02.562,2016-01-05 04:23:02.562
Application_1746793196,3,2016-01-05 04:23:02.565,2016-01-05 04:23:02.565
Application_1746793196,3,2016-01-05 04:23:02.565,2016-01-05 04:23:02.565
Application_1746793196,3,2016-01-05 04:23:02.565,2016-01-05 04:23:02.565
Application_1746793196,3,2016-01-05 04:23:02.565,2016-01-05 04:23:02.565
Application_1746793196,13,2016-01-09 20:48:22.412,2016-01-09 20:48:22.412
Application_1746793196,14,2016-01-09 20:48:23.790,2016-01-09 20:48:23.790
Application_1746793196,17,2016-01-09 20:48:33.917,2016-01-09 20:48:33.917
Application_1746793196,17,2016-01-09 20:48:33.917,2016-01-09 20:48:33.917
Application_1746793196,17,2016-01-09 20:48:33.917,2016-01-09 20:48:33.917
Application_1746793196,17,2016-01-09 20:48:33.917,2016-01-09 20:48:33.917
Application_1746793196,17,2016-01-09 20:48:33.917,2016-01-09 20:48:33.917
Application_1746793196,26,2016-01-26 00:37:28.559,2016-01-26 00:37:28.559
Application_1746793196,10,2016-01-26 00:37:29.552,2016-01-26 00:37:29.552
Application_1746793196,16,2016-01-26 00:37:59.579,2016-01-26 00:37:59.579
Application_1746793196,16,2016-01-26 00:37:59.579,2016-01-26 00:37:59.579
Application_1746793196,16,2016-01-26 00:37:59.579,2016-01-26 00:37:59.579
Application_1746793196,16,2016-01-26 00:37:59.579,2016-01-26 00:37:59.579
Application_1746793196,16,2016-01-26 00:37:59.579,2016-01-26 00:37:59.579
Application_1746793196,16,2016-01-26 00:37:59.579,2016-01-26 00:37:59.579
Application_1746793196,16,2016-01-26 00:37:59.579,2016-01-26 00:37:59.579
Application_1746793196,16,2016-01-26 00:37:59.579,2016-01-26 00:37:59.579
Application_1746793196,16,2016-01-26 00:37:59.579,2016-01-26 00:37:59.579
Application_1746793196,16,2016-01-26 00:37:59.579,2016-01-26 00:37:59.579
Application_1746793196,21,2016-01-26 19:42:09.995,2016-01-26 19:42:09.995
Application_1746793196,7,2016-01-26 19:42:09.997,2016-01-26 19:42:09.997
Application_1746793196,7,2016-01-26 19:42:09.997,2016-01-26 19:42:09.997
Application_1746793196,7,2016-01-26 19:42:09.997,2016-01-26 19:42:09.997
Application_1746793196,7,2016-01-26 19:42:09.997,2016-01-26 19:42:09.997
